Analyses,Datasets,Platform,OS_name,Apps,Mean_Execution_time_secs,Mean_RAM_usage_Mb,Mean_Percent_CPU_usage,Mean_CPU_Time,SD_Execution_time_secs,SD_RAM_usage_Mb,SD_Percent_CPU_usage,SD_CPU_Time
Alignment Conversion (FASTA),"Jarvis et al. 2014 (453.3 MBases, DNA)",Desktop,Linux,AMAS,1.07,497.06172,721.8,7.711220000000001,0.044721359549995836,2.5573250127330223,36.56774535024001,0.15687941866286995
Alignment Conversion (FASTA),"Jarvis et al. 2014 (453.3 MBases, DNA)",Desktop,Linux,AMAS (--check-align),4.616,497.538282,243.2,11.22328,0.08677557259966652,3.355341396597377,4.4944410108488455,0.0908058202980393
Alignment Conversion (FASTA),"Jarvis et al. 2014 (453.3 MBases, DNA)",Desktop,Linux,SEGUL CLI,0.358,15.0789064,993.2,3.40374,0.09203260291874832,0.18123910985608196,209.97547475836313,0.04441866724700305
Alignment Conversion (FASTA),"Jarvis et al. 2014 (453.3 MBases, DNA)",Desktop,Linux,SEGUL CLI (--datatype ignore),0.518,14.91875,313,1.6166200000000002,0.027748873851023242,1.2261718127787495,21.760055146988943,0.03743570488183701
Alignment Conversion (FASTA),"Oliveros et al. 2019 (522.5 MBases, DNA)",Desktop,Linux,AMAS,1.716,695.485926,534,9.16144,0.021908902300206663,0.7139787106630334,13.47219358530748,0.14558732087651036
Alignment Conversion (FASTA),"Oliveros et al. 2019 (522.5 MBases, DNA)",Desktop,Linux,AMAS (--check-align),212.946,695.30547,103,219.33438,2.8339777698492927,2.370521596990847,0,2.91899710294477
Alignment Conversion (FASTA),"Oliveros et al. 2019 (522.5 MBases, DNA)",Desktop,Linux,SEGUL CLI,0.342,19.6460938,1106.4,3.77942,0.013038404810405281,1.2457406848171486,42.90454521376494,0.012061799202440925
Alignment Conversion (FASTA),"Oliveros et al. 2019 (522.5 MBases, DNA)",Desktop,Linux,SEGUL CLI (--datatype ignore),0.592,19.8882814,377.4,2.1759,0.10183319694480773,0.9992430975337279,71.84566792785769,0.028060826787534156
Alignment Conversion (FASTA),"Shen et al. 2018 (398.8 MBases, AA)",Desktop,Linux,AMAS,1.416,584.727352,442,6.2504,0.05813776741499459,3.3424743344594336,19.42935922772545,0.10590266757735593
Alignment Conversion (FASTA),"Shen et al. 2018 (398.8 MBases, AA)",Desktop,Linux,AMAS (--check-align),507.144,583.663282,101,512.21544,8.69240645621225,2.0157471829497995,0,8.779330520774355
Alignment Conversion (FASTA),"Shen et al. 2018 (398.8 MBases, AA)",Desktop,Linux,SEGUL CLI,0.292,27.0125,1967,5.74262,0.004472135954999583,0.8185033237061412,30.683871985132516,0.03303493605260944
Alignment Conversion (FASTA),"Shen et al. 2018 (398.8 MBases, AA)",Desktop,Linux,SEGUL CLI (--datatype ignore),0.224,26.7609376,868.8,1.93912,0.013416407864998741,0.5753100040685019,67.71410488221787,0.049320300080190005
Alignment Conversion (FASTA),"Wu et al. 2018 (257.1 MBases, AA)",Desktop,Linux,AMAS,1.02,349.384376,392.2,3.9938399999999996,0.05049752469181044,1.770272871220691,17.894133116750865,0.07675042670891152
Alignment Conversion (FASTA),"Wu et al. 2018 (257.1 MBases, AA)",Desktop,Linux,AMAS (--check-align),21.64,350.595314,113,24.452699999999997,0.14474114826130083,0.9276020762320546,0.7071067811865476,0.14008104796866516
Alignment Conversion (FASTA),"Wu et al. 2018 (257.1 MBases, AA)",Desktop,Linux,SEGUL CLI,0.232,19.8687502,1249.6,2.8919,0.013038404810405295,0.14620032943943712,70.38678853307628,0.031703154417186984
Alignment Conversion (FASTA),"Wu et al. 2018 (257.1 MBases, AA)",Desktop,Linux,SEGUL CLI (--datatype ignore),0.306,19.862499800000002,356.4,1.0903399999999999,0.011401754250991391,0.4192664033668808,3.646916505762094,0.03355172126732101
Alignment Conversion (NEXUS),"Chan et al. 2020 (239.3 MBases, DNA)",Desktop,Linux,AMAS,1.8800000000000001,366.86562399999997,585.2,10.99344,0.05830951894845296,2.377751233567119,19.51153504981092,0.15058249566267673
Alignment Conversion (NEXUS),"Chan et al. 2020 (239.3 MBases, DNA)",Desktop,Linux,AMAS (--check-align),9.47,366.23125,196.6,18.61474,0.16278820596099697,1.542669876123876,2.701851217221259,0.1234844443644631
Alignment Conversion (NEXUS),"Chan et al. 2020 (239.3 MBases, DNA)",Desktop,Linux,SEGUL CLI,0.418,25.8109376,747.4,3.12238,0.01483239697419132,1.1065676551789771,16.890825912311097,0.0592775842962583
Alignment Conversion (NEXUS),"Chan et al. 2020 (239.3 MBases, DNA)",Desktop,Linux,SEGUL CLI (--datatype ignore),0.374,25.64375,592,2.2059800000000003,0.024083189157584593,1.184413488408292,45.557655778145566,0.06120009803913722
Alignment Conversion (NEXUS),"Esselstyn et al. 2021 (358.1 MBases, DNA)",Desktop,Linux,AMAS,1.192,420.30859399999997,915,10.90702,0.004472135954999584,1.1586236783917403,12.062338081814818,0.1684632808655937
Alignment Conversion (NEXUS),"Esselstyn et al. 2021 (358.1 MBases, DNA)",Desktop,Linux,AMAS (--check-align),10.113999999999999,418.114058,196.2,19.839139999999997,0.20057417580536147,2.6507636717595275,3.03315017762062,0.16009722983237462
Alignment Conversion (NEXUS),"Esselstyn et al. 2021 (358.1 MBases, DNA)",Desktop,Linux,SEGUL CLI,0.336,27.2148438,1571.4,5.23114,0.037815340802378083,1.251647075013839,161.29259127436697,0.026296729834715434
Alignment Conversion (NEXUS),"Esselstyn et al. 2021 (358.1 MBases, DNA)",Desktop,Linux,SEGUL CLI (--datatype ignore),0.436,28.0843752,518.4,2.24658,0.03507135583350034,0.7866637644017299,48.8600040933277,0.03145762228776987
Alignment Conversion (NEXUS),"Jarvis et al. 2014 (453.3 MBases, DNA)",Desktop,Linux,AMAS,1.398,497.014842,1099.4,15.369639999999999,0.004472135954999583,1.4405428805037377,6.985699678629192,0.11424556008878418
Alignment Conversion (NEXUS),"Jarvis et al. 2014 (453.3 MBases, DNA)",Desktop,Linux,AMAS (--check-align),4.9799999999999995,499.55078199999997,380.4,18.94018,0.09695359714832656,2.1434343022168796,5.029910535983717,0.1496645983524497
Alignment Conversion (NEXUS),"Jarvis et al. 2014 (453.3 MBases, DNA)",Desktop,Linux,SEGUL CLI,0.368,23.789844,1362.8,4.63296,0.11649034294738769,1.2678453958405187,410.8000730282311,0.10437302333457646
Alignment Conversion (NEXUS),"Jarvis et al. 2014 (453.3 MBases, DNA)",Desktop,Linux,SEGUL CLI (--datatype ignore),0.504,24.3187502,542,2.6916,0.06841052550594828,1.1224150485933007,73.3314393694819,0.026263282353887123
Alignment Conversion (NEXUS),"Oliveros et al. 2019 (522.5 MBases, DNA)",Desktop,Linux,AMAS,1.9759999999999998,695.339848,923.2,18.221619999999998,0.06542170893518444,1.477055703932648,39.80829059379465,0.17560507395858607
Alignment Conversion (NEXUS),"Oliveros et al. 2019 (522.5 MBases, DNA)",Desktop,Linux,AMAS (--check-align),211.37,693.009368,107.2,226.5781,3.485971887436848,2.8454816629386324,0.44721359549995793,2.9919028309756266
Alignment Conversion (NEXUS),"Oliveros et al. 2019 (522.5 MBases, DNA)",Desktop,Linux,SEGUL CLI,0.384,31.7664064,1391,5.25988,0.05128352561983234,0.650753595000673,201.41995928904365,0.07655267467567681
Alignment Conversion (NEXUS),"Oliveros et al. 2019 (522.5 MBases, DNA)",Desktop,Linux,SEGUL CLI (--datatype ignore),0.608,32.4367188,570.2,3.46314,0.021679483388678818,0.311955054700513,21.718655575334306,0.028508560117971475
Alignment Conversion (NEXUS),"Oliveros et al. 2019 (522.5 MBases, DNA)",Desktop,Linux,SEGUL GUI (Linux),0.41000000000000003,222.910156,,,0.018708286933869694,2.8344176953794284,,
Alignment Conversion (NEXUS),"Oliveros et al. 2019 (522.5 MBases, DNA)",Mobile,Android,SEGUL GUI (Android),3.64,0,0,0,0.20736441353327714,0,0,0
Alignment Conversion (NEXUS),"Oliveros et al. 2019 (522.5 MBases, DNA)",Mobile,iPadOS,SEGUL GUI (iPadOS),4.98,0,0,0,0.8288546314040844,0,0,0
Alignment Conversion (NEXUS),"Shen et al. 2018 (398.8 MBases, AA)",Desktop,Linux,AMAS,1.612,585.514058,828.6,13.3557,0.0248997991959774,1.7576279978482217,19.501282009139807,0.3078265339440383
Alignment Conversion (NEXUS),"Shen et al. 2018 (398.8 MBases, AA)",Desktop,Linux,AMAS (--check-align),511.008,583.542966,102,521.22816,6.296043996034343,1.9741269190910455,0,6.421964875955015
Alignment Conversion (NEXUS),"Shen et al. 2018 (398.8 MBases, AA)",Desktop,Linux,SEGUL CLI,0.35200000000000004,66.442969,1928.2,6.7679,0.021679483388678797,2.1694594557354607,112.78386409411587,0.056040967157964076
Alignment Conversion (NEXUS),"Shen et al. 2018 (398.8 MBases, AA)",Desktop,Linux,SEGUL CLI (--datatype ignore),0.244,65.6507818,1220,2.91378,0.039115214431215885,3.3207321380704147,202.8324431643025,0.03445333075335387
Alignment Conversion (NEXUS),"Shen et al. 2018 (398.8 MBases, AA)",Desktop,Linux,SEGUL GUI (Linux),0.48,254.030472,,,0.01870828693386971,6.3949811100166665,,
Alignment Conversion (NEXUS),"Shen et al. 2018 (398.8 MBases, AA)",Mobile,Android,SEGUL GUI (Android),3.62,0,0,0,0.216794833886788,0,0,0
Alignment Conversion (NEXUS),"Shen et al. 2018 (398.8 MBases, AA)",Mobile,iPadOS,SEGUL GUI (iPadOS),3.52,0,0,0,0.5019960159204452,0,0,0
Alignment Conversion (NEXUS),"Wu et al. 2018 (257.1 MBases, AA)",Desktop,Linux,AMAS,1.514,348.860156,1183.2,17.91274,0.015165750888103116,1.0631450526056987,8.228000972289685,0.0830729679257949
Alignment Conversion (NEXUS),"Wu et al. 2018 (257.1 MBases, AA)",Desktop,Linux,AMAS (--check-align),22.42,349.98125,173,38.78524,0.22616365755797252,1.4541897644736714,1,0.2667014210685792
Alignment Conversion (NEXUS),"Wu et al. 2018 (257.1 MBases, AA)",Desktop,Linux,SEGUL CLI,0.226,29.6718752,1597.8,3.60616,0.008944271909999156,1.7575286808371566,71.98749891474213,0.05284342910901965
Alignment Conversion (NEXUS),"Wu et al. 2018 (257.1 MBases, AA)",Desktop,Linux,SEGUL CLI (--datatype ignore),0.20400000000000001,30.8609376,805,1.6411,0.005477225575051651,0.7325579229312175,26.201145013147805,0.01701381791368411
Alignment Conversion (PHYLIP),"Chan et al. 2020 (239.3 MBases, DNA)",Desktop,Linux,AMAS,2.5060000000000002,369.667964,303,7.528860000000001,0.26491508073343056,1.4107382360416871,30.430248109405877,0.14728210346135095
Alignment Conversion (PHYLIP),"Chan et al. 2020 (239.3 MBases, DNA)",Desktop,Linux,AMAS (--check-align),10.102,368.20391,149.8,15.13234,0.18116291011131408,0.40433339362461856,0.8366600265340756,0.252963175185639
Alignment Conversion (PHYLIP),"Chan et al. 2020 (239.3 MBases, DNA)",Desktop,Linux,SEGUL CLI,0.404,20.2132814,709.4,2.8598600000000003,0.02509980079602226,1.1277723657222676,33.27611756199933,0.0770868211823526
Alignment Conversion (PHYLIP),"Chan et al. 2020 (239.3 MBases, DNA)",Desktop,Linux,SEGUL CLI (--datatype ignore),0.412,20.1164064,472,1.9301599999999999,0.04086563348340509,1.0560769975739457,44.390314258856066,0.016729255811302548
Alignment Conversion (PHYLIP),"Esselstyn et al. 2021 (358.1 MBases, DNA)",Desktop,Linux,AMAS,1.922,419.958594,335.4,6.4424,0.04969909455915665,1.2685079872353895,12.759310326189263,0.15291945592369854
Alignment Conversion (PHYLIP),"Esselstyn et al. 2021 (358.1 MBases, DNA)",Desktop,Linux,AMAS (--check-align),10.634,419.58437599999996,141.4,15.033439999999999,0.34297230208866725,0.9759568154278129,1.140175425099138,0.3710272941442451
Alignment Conversion (PHYLIP),"Esselstyn et al. 2021 (358.1 MBases, DNA)",Desktop,Linux,SEGUL CLI,0.28,16.0304689,1816,5.0848,0,0.8616377777007281,13,0.03639999999999993
Alignment Conversion (PHYLIP),"Esselstyn et al. 2021 (358.1 MBases, DNA)",Desktop,Linux,SEGUL CLI (--datatype ignore),0.28,15.9101563,735.6,2.0295199999999998,0.04527692569068707,1.6013316911429367,84.5180454104329,0.06481860843924363
Alignment Conversion (PHYLIP),"Jarvis et al. 2014 (453.3 MBases, DNA)",Desktop,Linux,AMAS,2.036,499.730466,473.4,9.61104,0.13758633653092156,2.1799813461312154,25.530374066981473,0.2251113235712501
Alignment Conversion (PHYLIP),"Jarvis et al. 2014 (453.3 MBases, DNA)",Desktop,Linux,AMAS (--check-align),5.7219999999999995,497.407814,231.8,13.26216,0.12911235417263525,3.945836540884591,2.3874672772626644,0.24680991268585595
Alignment Conversion (PHYLIP),"Jarvis et al. 2014 (453.3 MBases, DNA)",Desktop,Linux,SEGUL CLI,0.378,14.5992188,1232.8,4.51144,0.07429670248402685,0.8624836449989648,252.08669143768773,0.06456305445066889
Alignment Conversion (PHYLIP),"Jarvis et al. 2014 (453.3 MBases, DNA)",Desktop,Linux,SEGUL CLI (--datatype ignore),0.314,14.6828124,799.8,2.51086,0.005477225575051666,0.8841483915173263,13.103434664239753,0.020136732604869163
Alignment Conversion (PHYLIP),"Oliveros et al. 2019 (522.5 MBases, DNA)",Desktop,Linux,AMAS,3.19,693.29688,362.4,11.55038,0.10839741694339403,4.033072083381321,12.381437719424994,0.1278167516407765
Alignment Conversion (PHYLIP),"Oliveros et al. 2019 (522.5 MBases, DNA)",Desktop,Linux,AMAS (--check-align),213.102,694.614056,103.8,221.21276,3.7631595767386723,2.505369685072451,0.44721359549995793,4.805609664548296
Alignment Conversion (PHYLIP),"Oliveros et al. 2019 (522.5 MBases, DNA)",Desktop,Linux,SEGUL CLI,0.374,20.887500199999998,1323.4,4.94856,0.005477225575051666,1.7191791146424216,23.922792479140053,0.03799016978114183
Alignment Conversion (PHYLIP),"Oliveros et al. 2019 (522.5 MBases, DNA)",Desktop,Linux,SEGUL CLI (--datatype ignore),0.41,20.8742188,772.2,3.15924,0.022360679774997894,0.2489358672744846,40.59802950883207,0.060033057559981236
Alignment Conversion (PHYLIP),"Shen et al. 2018 (398.8 MBases, AA)",Desktop,Linux,AMAS,2.5020000000000002,587.53125,332.8,8.302380000000001,0.17469974241537958,3.7467543744286056,18.593009439033803,0.24451098543828192
Alignment Conversion (PHYLIP),"Shen et al. 2018 (398.8 MBases, AA)",Desktop,Linux,AMAS (--check-align),495.338,583.702348,101,500.29138,9.892523439446581,4.532343032617885,0,9.991448673841052
Alignment Conversion (PHYLIP),"Shen et al. 2018 (398.8 MBases, AA)",Desktop,Linux,SEGUL CLI,0.332,27.3734376,1946.6,6.4623800000000005,0.004472135954999584,0.4952287610602799,23.660092983756424,0.09088317776134365
Alignment Conversion (PHYLIP),"Shen et al. 2018 (398.8 MBases, AA)",Desktop,Linux,SEGUL CLI (--datatype ignore),0.254,28.1695316,1039.8,2.55394,0.05319774431308155,1.0694979932740878,209.2849731825006,0.06857016844080234
Alignment Conversion (PHYLIP),"Wu et al. 2018 (257.1 MBases, AA)",Desktop,Linux,AMAS,1.8,349.366404,296.2,5.3316,0,1.0119699449489665,3.9623225512317894,0.07132180592217247
Alignment Conversion (PHYLIP),"Wu et al. 2018 (257.1 MBases, AA)",Desktop,Linux,AMAS (--check-align),22.003999999999998,349.148436,115.2,25.347519999999996,0.33034830103997725,2.038634194130971,0.44721359549995793,0.2939526781643597
Alignment Conversion (PHYLIP),"Wu et al. 2018 (257.1 MBases, AA)",Desktop,Linux,SEGUL CLI,0.242,19.767969,1452,3.50272,0.016431676725154987,0.932283443981497,89.52094726934027,0.0800400649674899
Alignment Conversion (PHYLIP),"Wu et al. 2018 (257.1 MBases, AA)",Desktop,Linux,SEGUL CLI (--datatype ignore),0.23600000000000002,19.9453126,669.6,1.56724,0.026076809620810607,1.0761343810392834,63.24792486714485,0.0257598136639224
Alignment Splitting (FASTA),"Chan et al. 2020 (239.3 MBases, DNA)",Desktop,Linux,AMAS,5.546,700.301556,100.4,5.56804,0.07503332592921645,0.8545369415244534,0.5477225575051661,0.06750705889016362
Alignment Splitting (FASTA),"Chan et al. 2020 (239.3 MBases, DNA)",Desktop,Linux,AMAS (--remove-empty),5.908,615.874228,100,5.90786,0.044944410108488236,1.1402814395446477,0.7071067811865476,0.041217569069512155
Alignment Splitting (FASTA),"Chan et al. 2020 (239.3 MBases, DNA)",Desktop,Linux,SEGUL CLI,1.424,313.003126,173.4,2.4684399999999997,0.03974921382870362,0.47951665787542297,3.209361307176242,0.044583214330059406
Alignment Splitting (FASTA),"Chan et al. 2020 (239.3 MBases, DNA)",Desktop,Linux,SEGUL CLI (--datatype ignore),0.48,311.402342,333,1.5620800000000001,0.085146931829632,1.2940633593723236,55.21322305390259,0.07968686842886974
Alignment Splitting (FASTA),"Esselstyn et al. 2021 (358.1 MBases, DNA)",Desktop,Linux,AMAS,6.258,1118.03984,101,6.32038,0.05674504383644468,1.2315724249916864,0.7071067811865476,0.0455854362708094
Alignment Splitting (FASTA),"Esselstyn et al. 2021 (358.1 MBases, DNA)",Desktop,Linux,AMAS (--remove-empty),7.166,1071.90702,100.4,7.1946200000000005,0.0832466215530695,0.13170391793719022,0.5477225575051661,0.08838372022041144
Alignment Splitting (FASTA),"Esselstyn et al. 2021 (358.1 MBases, DNA)",Desktop,Linux,SEGUL CLI,2.568,540.523446,140.6,3.60804,0.06978538528947154,0.772579445157606,4.929503017546496,0.046669293973661284
Alignment Splitting (FASTA),"Esselstyn et al. 2021 (358.1 MBases, DNA)",Desktop,Linux,SEGUL CLI (--datatype ignore),0.412,540.8992079999999,371.2,1.52924,0.008366600265340744,1.04018501831163,6.572670690061993,0.036132436950751065
Alignment Splitting (FASTA),"Jarvis et al. 2014 (453.3 MBases, DNA)",Desktop,Linux,AMAS,6.954,905.815618,100,6.954,0.07635443667528426,0.864939951222026,0,0.07635443667528426
Alignment Splitting (FASTA),"Jarvis et al. 2014 (453.3 MBases, DNA)",Desktop,Linux,AMAS (--remove-empty),8.008000000000001,905.913284,100,8.008000000000001,0.10639548862616313,0.9256452935547209,0,0.10639548862616313
Alignment Splitting (FASTA),"Jarvis et al. 2014 (453.3 MBases, DNA)",Desktop,Linux,SEGUL CLI,2.206,451.477344,152,3.3507,0.0779743547584716,0.6374571347785002,4.358898943540674,0.05343201287617743
Alignment Splitting (FASTA),"Jarvis et al. 2014 (453.3 MBases, DNA)",Desktop,Linux,SEGUL CLI (--datatype ignore),0.406,451.02812800000004,392,1.58966,0.013416407864998725,0.5189424967855343,18.24828759089466,0.030970598960950082
Alignment Splitting (FASTA),"Oliveros et al. 2019 (522.5 MBases, DNA)",Desktop,Linux,AMAS,9.049999999999999,1158.4328,100.2,9.06806,0.06964194138592064,0.09972416958794011,0.44721359549995793,0.07468479095505334
Alignment Splitting (FASTA),"Oliveros et al. 2019 (522.5 MBases, DNA)",Desktop,Linux,AMAS (--remove-empty),9.904,1136.95234,100.2,9.92346,0.13107249902248738,0.09345915150475496,0.44721359549995793,0.10299688344799542
Alignment Splitting (FASTA),"Oliveros et al. 2019 (522.5 MBases, DNA)",Desktop,Linux,SEGUL CLI,2.862,537.989856,146.2,4.18142,0.09121403400793111,1.3050249633359463,4.024922359499621,0.040312553875932904
Alignment Splitting (FASTA),"Oliveros et al. 2019 (522.5 MBases, DNA)",Desktop,Linux,SEGUL CLI (--datatype ignore),0.66,537.949992,311.8,2.0315,0.08717797887081347,1.1957729438818978,38.73886936914912,0.03845991419647223
Alignment Splitting (FASTA),"Shen et al. 2018 (398.8 MBases, AA)",Desktop,Linux,AMAS,4.532,885.7999960000001,100.4,4.54944,0.1389964028311524,0.8966924245693068,1.140175425099138,0.11954057051896641
Alignment Splitting (FASTA),"Shen et al. 2018 (398.8 MBases, AA)",Desktop,Linux,AMAS (--remove-empty),5.14,885.628124,100.8,5.18104,0.03391164991562634,0.0830148211465775,0.44721359549995793,0.025756610801889113
Alignment Splitting (FASTA),"Shen et al. 2018 (398.8 MBases, AA)",Desktop,Linux,SEGUL CLI,3.428,408.953126,136.2,4.66884,0.017888543819998333,2.1221902063622884,0.8366600265340756,0.017259432203870415
Alignment Splitting (FASTA),"Shen et al. 2018 (398.8 MBases, AA)",Desktop,Linux,SEGUL CLI (--datatype ignore),0.414,409.292192,418.6,1.7294399999999999,0.023021728866442673,1.5133153540719835,24.74469640145136,0.062091247370301764
Alignment Splitting (FASTA),"Wu et al. 2018 (257.1 MBases, AA)",Desktop,Linux,AMAS,3.188,603.215618,100.8,3.2134400000000003,0.043817804600413145,1.075499399869677,0.8366600265340756,0.04641840152353356
Alignment Splitting (FASTA),"Wu et al. 2018 (257.1 MBases, AA)",Desktop,Linux,AMAS (--remove-empty),3.576,579.075002,100.8,3.60446,0.059833101206606364,1.0339467597608762,0.44721359549995793,0.050541102085332516
Alignment Splitting (FASTA),"Wu et al. 2018 (257.1 MBases, AA)",Desktop,Linux,SEGUL CLI,2.382,279.119532,129.4,3.0817,0.038340579025361726,1.37635487243298,2.5099800796022267,0.03628567210346272
Alignment Splitting (FASTA),"Wu et al. 2018 (257.1 MBases, AA)",Desktop,Linux,SEGUL CLI (--datatype ignore),0.342,278.307816,314.4,1.0609,0.043817804600413277,1.2380227241977533,42.97441099072796,0.04856943483303053
Alignment Splitting (NEXUS),"Chan et al. 2020 (239.3 MBases, DNA)",Desktop,Linux,AMAS,7.322,906.410156,100.4,7.35164,0.07120393247567176,0.11109212519342275,0.8944271909999159,0.12582926130276692
Alignment Splitting (NEXUS),"Chan et al. 2020 (239.3 MBases, DNA)",Desktop,Linux,AMAS (--remove-empty),7.848,906.30625,99.4,7.8004,0.0782304288624318,0.12214647252378616,0.8944271909999159,0.03145441145531088
Alignment Splitting (NEXUS),"Chan et al. 2020 (239.3 MBases, DNA)",Desktop,Linux,SEGUL CLI,1.836,894.921102,158,2.90072,0.008944271909999166,1.1314176850835802,3.5355339059327378,0.05694038110163983
Alignment Splitting (NEXUS),"Chan et al. 2020 (239.3 MBases, DNA)",Desktop,Linux,SEGUL CLI (--datatype ignore),0.886,894.614854,227.4,2.01482,0.016733200530681527,1.130274664398009,4.159326868617084,0.05594391834685873
Alignment Splitting (NEXUS),"Esselstyn et al. 2021 (358.1 MBases, DNA)",Desktop,Linux,AMAS,9.44,1595.9125,100.8,9.51536,0.09219544457292835,0.08561766756923567,0.44721359549995793,0.08147010494653811
Alignment Splitting (NEXUS),"Esselstyn et al. 2021 (358.1 MBases, DNA)",Desktop,Linux,AMAS (--remove-empty),10.624,1595.86954,100,10.624,0.10830512453249845,0.18297888676026045,0,0.10830512453249845
Alignment Splitting (NEXUS),"Esselstyn et al. 2021 (358.1 MBases, DNA)",Desktop,Linux,SEGUL CLI,3.258,1586.21406,136.2,4.437340000000001,0.031144823004794795,0.09274412649866134,1.3038404810405297,0.05477392627884146
Alignment Splitting (NEXUS),"Esselstyn et al. 2021 (358.1 MBases, DNA)",Desktop,Linux,SEGUL CLI (--datatype ignore),1.238,1586.18906,197.6,2.44594,0.013038404810405309,0.1268131617775233,3.507135583350036,0.02024593786417413
Alignment Splitting (NEXUS),"Jarvis et al. 2014 (453.3 MBases, DNA)",Desktop,Linux,AMAS,9.786,1324.64844,100.4,9.82526,0.10968135666557043,0.12892268225567355,0.5477225575051661,0.13329151510880258
Alignment Splitting (NEXUS),"Jarvis et al. 2014 (453.3 MBases, DNA)",Desktop,Linux,AMAS (--remove-empty),10.848,1324.69766,100,10.848,0.20969024774652792,0.1456759691918732,0,0.20969024774652792
Alignment Splitting (NEXUS),"Jarvis et al. 2014 (453.3 MBases, DNA)",Desktop,Linux,SEGUL CLI,2.756,1305.8055,144.8,3.99048,0.030495901363953724,0.0799316895854702,1.6431676725154984,0.04368405887735218
Alignment Splitting (NEXUS),"Jarvis et al. 2014 (453.3 MBases, DNA)",Desktop,Linux,SEGUL CLI (--datatype ignore),1.038,1305.7836,216.4,2.2454,0.025884358211089593,0.07733049204551976,5.813776741499453,0.0461851166502803
Alignment Splitting (NEXUS),"Oliveros et al. 2019 (522.5 MBases, DNA)",Desktop,Linux,AMAS,12.234,1573.2539,100.2,12.258420000000001,0.1297304898626376,0.07847741713382442,0.44721359549995793,0.13544918604406578
Alignment Splitting (NEXUS),"Oliveros et al. 2019 (522.5 MBases, DNA)",Desktop,Linux,AMAS (--remove-empty),12.792,1573.35626,100.2,12.81682,0.2719742634882939,0.20947308418986824,0.44721359549995793,0.23096982919853384
Alignment Splitting (NEXUS),"Oliveros et al. 2019 (522.5 MBases, DNA)",Desktop,Linux,SEGUL CLI,3.538,1568.66092,148.4,5.25044,0.024899799195977505,0.08067206455769343,0.5477225575051661,0.048663004428415924
Alignment Splitting (NEXUS),"Oliveros et al. 2019 (522.5 MBases, DNA)",Desktop,Linux,SEGUL CLI (--datatype ignore),1.544,1568.63674,205,3.16346,0.03781534080237811,0.10358621047227055,6.041522986797286,0.03139407587427921
Alignment Splitting (NEXUS),"Oliveros et al. 2019 (522.5 MBases, DNA)",Desktop,Linux,SEGUL GUI (Linux),4.82,1737.40624,,,0.04472135954999603,4.134640178177535,,
Alignment Splitting (NEXUS),"Oliveros et al. 2019 (522.5 MBases, DNA)",Mobile,Android,SEGUL GUI (Android),14.5,0,0,0,0.7449832212875672,0,0,0
Alignment Splitting (NEXUS),"Oliveros et al. 2019 (522.5 MBases, DNA)",Mobile,iPadOS,SEGUL GUI (iPadOS),6.6000000000000005,0,0,0,0.18708286933869686,0,0,0
Alignment Splitting (NEXUS),"Shen et al. 2018 (398.8 MBases, AA)",Desktop,Linux,AMAS,6.648,1153.42658,100.4,6.67442,0.09148770409186131,0.07510720338290898,0.5477225575051661,0.08277041742071854
Alignment Splitting (NEXUS),"Shen et al. 2018 (398.8 MBases, AA)",Desktop,Linux,AMAS (--remove-empty),7.33,1153.43518,100.2,7.3447,0.02345207879911712,0.0657507566496693,0.44721359549995793,0.04863589209626982
Alignment Splitting (NEXUS),"Shen et al. 2018 (398.8 MBases, AA)",Desktop,Linux,SEGUL CLI,4.068,1149.8539,137.4,5.58822,0.07085195833567323,0.04603042472104923,2.5099800796022262,0.054817579297156006
Alignment Splitting (NEXUS),"Shen et al. 2018 (398.8 MBases, AA)",Desktop,Linux,SEGUL CLI (--datatype ignore),1.058,1149.89686,250.8,2.6524400000000004,0.021679483388678818,0.0974269367269945,8.67179335547152,0.06936633189091095
Alignment Splitting (NEXUS),"Shen et al. 2018 (398.8 MBases, AA)",Desktop,Linux,SEGUL GUI (Linux),4.9,1085.160954,,,0.12864680330268619,525.9675388358892,,
Alignment Splitting (NEXUS),"Shen et al. 2018 (398.8 MBases, AA)",Mobile,Android,SEGUL GUI (Android),14.52,0,0,0,0.3898717737923583,0,0,0
Alignment Splitting (NEXUS),"Shen et al. 2018 (398.8 MBases, AA)",Mobile,iPadOS,SEGUL GUI (iPadOS),6.74,0,0,0,0.05477225575051641,0,0,0
Alignment Splitting (NEXUS),"Wu et al. 2018 (257.1 MBases, AA)",Desktop,Linux,AMAS,10.426,801.407824,99.4,10.36448,0.3085935838607147,0.11674036204327182,0.5477225575051661,0.3524024787086495
Alignment Splitting (NEXUS),"Wu et al. 2018 (257.1 MBases, AA)",Desktop,Linux,AMAS (--remove-empty),11.032,801.295312,100,11.032,0.1564288975860919,0.14564783390081504,0,0.1564288975860919
Alignment Splitting (NEXUS),"Wu et al. 2018 (257.1 MBases, AA)",Desktop,Linux,SEGUL CLI,2.768,794.660152,128.8,3.56534,0.05449770637375484,0.9286961587731454,2.588435821108957,0.10807903589503387
Alignment Splitting (NEXUS),"Wu et al. 2018 (257.1 MBases, AA)",Desktop,Linux,SEGUL CLI (--datatype ignore),0.756,794.585148,209.8,1.58584,0.027018512172212617,0.875893180427817,9.628083921528729,0.08670486145539938
